Marca temporal,Profesional solicitante,Nombre y apellido,DNI,Edad,Teléfono de contacto (en el caso de niñes o adolescentes aclarar nombre y vinculo del adulte referente),Motivo del pedido,Lo que motiva la derivación es:,¿La persona ya hizo tratamiento por salud mental alguna vez?,¿Algo más que quieras agregar?,En el caso de niñxs o adolescentes, ¿A qué escuela va? Indicar grado y turno,Natalia TS,Columna 1,categoría
2024-11-21 14:48:03,Lean MG,Duarte Dani,27454713,45,"11-5828-0914 (propio); 11-3162-9728 (pareja)","Trastorno de ansiedad en tratamiento con quetiapina 200mg/día ,Clonazepam 4mg/día, venlafaxina 75mg/día. Sin sgto hace 2 años aprox.","Empeoramiento de un problema crónico",Sí,"Tiene turno conmigo el 10/12. Soy Lu, agrego que me parece para priorizar, sobre todo para ordenar. Viene siempre a buscar medicacion (refiere dificultades por su cuadro para irse a atender al Htal Tornu), lo terminan ayudando diferentes medicos.","","está por duplicado, el teléfono correcto está más abajo. hacer admisión psiquiatría","","Ansiedad"
2024-11-24 15:15:15,Marcelo Diaz,Lopez Ana,48372619,42,"11-6677-8899 (propio)","Trastorno de estrés postraumático.","Trastorno crónico","Sí","","","","","TEPT"
2024-11-24 16:30:30,Patricia Ramirez,Gonzalez Luis,47182936,37,"11-9988-7766 (propio)","Ansiedad y ataques de pánico.","Problema actual","No","","","","","Ansiedad"
2024-11-25 09:00:00,Federico Torres,Sanchez Maria,47586932,29,"11-2211-3344 (propio)","Problemas familiares y estrés.","Problema actual","No","","","","","Problemas Familiares"
2024-11-25 10:15:15,Carolina Fernandez,Diaz Juan,48372619,23,"11-4455-6677 (propio)","Ansiedad generalizada.","Problema actual","No","","","","","Ansiedad"
2024-11-25 11:30:30,Diego Lopez,Martinez Pedro,49125637,31,"11-7788-9900 (propio)","Depresión severa.","Problema actual","Sí","","","","","Depresión"
2024-11-25 12:45:45,Veronica Martinez,Rojas Maria,48756321,34,"11-3344-5566 (propio)","Ataques de pánico.","Problema actual","No","","","","","Ansiedad"
2024-11-25 14:00:00,Fernando Gomez,Perez Laura,49283746,36,"11-5566-7788 (propio)","Estrés laboral.","Problema actual","No","","","","","Estrés"
2024-11-25 15:15:15,Laura Sanchez,Lopez Carlos,48372619,28,"11-6677-8899 (propio)","Trastorno obsesivo compulsivo.","Trastorno crónico","Sí","","","","","TOC"
2024-11-25 16:30:30,Marcela Ramirez,Gonzalez Luis,47182936,33,"11-9988-7766 (propio)","Ansiedad social.","Problema actual","No","","","","","Ansiedad"
2024-11-26 09:00:00,Nicolas Torres,Sanchez Maria,47586932,27,"11-2211-3344 (propio)","Dificultades emocionales.","Problema actual","No","","","","","Problemas Familiares"
2024-11-26 10:15:15,Julia Fernandez,Diaz Juan,48372619,22,"11-4455-6677 (propio)","Depresión leve.","Problema actual","No","","","","","Depresión"
2024-11-26 11:30:30,Martin Lopez,Martinez Pedro,49125637,35,"11-7788-9900 (propio)","Ansiedad generalizada.","Problema actual","Sí","","","","","Ansiedad"
2024-11-26 12:45:45,Sofia Martinez,Rojas Maria,48756321,31,"11-3344-5566 (propio)","Ataques de pánico.","Problema actual","No","","","","","Ansiedad"
2024-11-26 14:00:00,Jose Sanchez,Perez Laura,49283746,29,"11-5566-7788 (propio)","Estrés laboral.","Problema actual","No","","","","","Estrés"
2024-11-26 15:15:15,Ana Morales,Lopez Carlos,48372619,26,"11-6677-8899 (propio)","Depresión moderada.","Problema actual","No","","","","","Depresión"
2024-11-26 16:30:30,Claudio Ramirez,Gonzalez Luis,47182936,38,"11-9988-7766 (propio)","Ansiedad y ataques de pánico.","Problema actual","Sí","","","","","Ansiedad"
2024-11-27 09:00:00,Elena Torres,Sanchez Maria,47586932,30,"11-2211-3344 (propio)","Problemas familiares.","Problema actual","No","","","","","Problemas Familiares"
2024-11-27 10:15:15,Maria Fernandez,Diaz Juan,48372619,24,"11-4455-6677 (propio)","Ansiedad generalizada.","Problema actual","No","","","","","Ansiedad"
2024-11-27 11:30:30,Juan Lopez,Martinez Pedro,49125637,28,"11-7788-9900 (propio)","Ataques de pánico.","Problema actual","No","","","","","Ansiedad"
2024-11-27 12:45:45,Ana Martinez,Rojas Maria,48756321,33,"11-3344-5566 (propio)","Depresión leve.","Problema actual","Sí","","","","","Depresión"
2024-11-27 14:00:00,Pablo Sanchez,Perez Laura,49283746,31,"11-5566-7788 (propio)","Estrés laboral.","Problema actual","No","","","","","Estrés"
2024-11-27 15:15:15,Laura Morales,Lopez Carlos,48372619,29,"11-6677-8899 (propio)","Ansiedad social.","Problema actual","No","","","","","Ansiedad"
